source_file,relative,line_start,line_end,original_text,file_sha256,item_id,event_id,reviewer,verdict,historical_claim,historical_evidence_scope,current_evidence,reason,recommendation
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,792,792,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年第一季度报告正文.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1976,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年第一季度报告正文.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,793,793,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年第一季度报告全文.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1977,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年第一季度报告全文.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,794,794,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1978,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,795,795,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1979,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,796,796,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年半年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1980,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年半年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,797,797,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年半年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1981,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2021年半年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,798,798,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2020年年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1982,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：2020年年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,799,799,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：002371北方华创投资者关系管理信息20250512.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1983,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/北方华创/raw/reports/北方华创：002371北方华创投资者关系管理信息20250512.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,800,800,- [WARNING] broken_link: Source file not found: ../../../companies/甬矽电子/raw/reports/甬矽电子：甬矽电子2022年年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1984,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/甬矽电子/raw/reports/甬矽电子：甬矽电子2022年年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,801,801,- [WARNING] broken_link: Source file not found: ../../../companies/甬矽电子/raw/reports/甬矽电子：2024年年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1985,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/甬矽电子/raw/reports/甬矽电子：2024年年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,802,802,- [WARNING] broken_link: Source file not found: ../../../companies/甬矽电子/raw/reports/甬矽电子：2023年年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1986,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/甬矽电子/raw/reports/甬矽电子：2023年年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,803,803,- [WARNING] broken_link: Source file not found: ../../../companies/通富微电/raw/reports/通富微电：2025年半年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1987,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/通富微电/raw/reports/通富微电：2025年半年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,804,804,- [WARNING] broken_link: Source file not found: ../../../companies/通富微电/raw/reports/通富微电：2025年半年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1988,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/通富微电/raw/reports/通富微电：2025年半年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,805,805,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2025年半年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1989,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2025年半年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,806,806,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2025年半年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1990,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2025年半年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,807,807,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2025年三季度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1991,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2025年三季度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,808,808,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2025年一季度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1992,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2025年一季度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,809,809,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1993,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,810,810,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1994,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,811,811,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年半年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1995,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年半年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,812,812,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年半年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1996,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年半年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,813,813,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年三季度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1997,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年三季度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,814,814,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年一季度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1998,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2024年一季度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,815,815,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-1999,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,816,816,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-2000,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,817,817,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年半年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-2001,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年半年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,818,818,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年半年度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-2002,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年半年度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,819,819,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年三季度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-2003,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年三季度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,820,820,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年一季度报告.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-2004,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2023年一季度报告.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
C:\Users\郑曾波\Projects\company-wiki\log_2026-04-23.md,log_2026-04-23.md,821,821,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2022年年度报告摘要.pdf,4594a6fda02b7032ef8977b55143afa1357a3be87ad604bead31ed66c5767a2c,WIKI-LEGACY-BIZ-2005,WIKI-LEGACY-EVENT-0162,history_filing,historical_only,- [WARNING] broken_link: Source file not found: ../../../companies/华大九天/raw/reports/华大九天：2022年年度报告摘要.pdf,原事件工程遥测和证据充足性；重复同文本逐版本保留，未逐个复核投资事实,all 22 numeric lints independently count ERROR/WARNING detail rows; specific broken_link/config/frontmatter/cross_refs archetypes reviewed,"Each event severity totals and every detail line retained; zero error only means this linter scope. Missing/broken links, generic-name discovery and candidate contradictions do not validate financial truth. Details omit INFO and often exact page context.",用run/source/code/config hash与机器状态链接真实消费结果，区分fixture日志；旧投资writer不恢复
