source_file,relative,line_start,line_end,original_text,file_sha256,canonical,canonical_line_start,canonical_line_end,mapping,item_id,reviewer,verdict,reason,current_evidence,canonical_semantic_review,recommendation
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,143,143,"- [x] LLM 摘要失败率偏高：历史 worker run 中约 624 次失败 vs 1,418 次完成，主要是 source-only 守卫拒绝投资结论和 JSON 非法，失败会消耗时间并影响用户感知。",bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,372,372,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0113,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0253', 'verdict': 'historical_only', 'reason': '根因快照明确worker stale/scan饥饿/日志缺口/derived脱节。历史观测可保留，但当前不能按旧PID或计数判故障。', 'current_evidence': '后继10.8独立失败与后续WR收据'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,145,145,#### 10.2 修复计划,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,379,379,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0114,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,146,146,- [x] 状态语义修复：`worker-status` 对 stale runtime 必须返回当前 `worker_status=stopped`，历史状态只能放在 `last_worker_status`，控制面板不得把 stale heartbeat 当成 live 进度。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,380,380,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0115,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0259', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,147,147,- [x] 启动器可观测性：`scripts/source_catalog_worker.ps1` 必须把登录自启动路径的 stdout/stderr 追加到 `.source_catalog/worker_console.log`，并写入 `.source_catalog/worker_launcher_events.jsonl`，至少记录 `starting`、`exited`、`launcher_exception`、exit code、时间戳。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,381,381,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0116,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0260', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,148,148,- [x] Stop 时序稳固：强制 stop 后按进程 identity 继续等待退出，减少真实后台 worker stop 后状态短暂仍显示 running 的测试抖动。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,382,382,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0117,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0261', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,158,158,#### 10.3 检查点,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,397,397,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0118,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,159,159,- [x] Checkpoint A: 修复前基线已保存：`worker-status`、pending/blocked/failed 数、`worker_runs.jsonl` 吞吐统计、last scan 错误、stale PID/heartbeat。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,398,398,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0119,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0275', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,160,160,- [x] Checkpoint B: 启动器日志验证：模拟或静态验证登录启动器会写 `worker_console.log` 和 `worker_launcher_events.jsonl`，异常时能留下 exit code/exception。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,399,399,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0120,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0276', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,161,161,- [x] Checkpoint C: 状态面板验证：stale runtime 场景必须显示 stopped/stale，不允许显示 live waiting；PowerShell 控制面板和 CLI 输出一致。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,400,400,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0121,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0277', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,167,167,#### 10.4 测试矩阵,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,406,406,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0122,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,168,168,- [x] Contract test: stale runtime 不得把历史 `waiting` 暴露为当前 worker status。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,407,407,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0123,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0282', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,169,169,- [x] Contract test: 控制面板识别 stale heartbeat，并显示 `Stale heartbeat; last beat`。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,408,408,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0124,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0283', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-before-cw-merge-20260725-115819.md,.recover-task_plan-before-cw-merge-20260725-115819.md,170,170,- [x] Contract test: 登录启动器包含 stdout/stderr 重定向、launcher event JSONL 和异常出口记录。,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,409,409,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0125,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0284', 'verdict': 'insufficient_evidence', 'reason': '多项checked早期修复被后续真实验收再次发现缺口；必须按每项目标匹配后继证据而非复用初次绿。尤其锁身份/launcher所有出口和真实pilot需新门禁。', 'current_evidence': '根894–909；WR10.11 PID复用；WR10.7 orphan；已读后继receipt'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,3,3,## Goal,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,5,5,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0126,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,5,5,"将知识库从""半自动研究助理""升级为""可自维持的研究助理""，并系统性修复架构债务。",bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,7,7,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0127,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0002', 'verdict': 'superseded', 'reason': '原研究助手目标已被7/16 source-only边界主动退役，不能把旧投研缺失当成当前bug。', 'current_evidence': 'AGENTS BOUNDARY-0；根1605–1641'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,7,7,## Current Phase,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,9,9,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0128,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,11,11,## Phases,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,240,240,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0129,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,13,13,### Phase 1: 止血 — 修复每日错误数据,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,242,242,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0130,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,14,14,- [x] 修复 classify_pdf 半年报/季报分类,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,243,243,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0131,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0159', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,15,15,- [x] 修复 collect_news 配置 key 不匹配,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,244,244,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0132,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0160', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,16,16,- [x] 添加 URL 黑名单过滤,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,245,245,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0133,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0161', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,17,17,- [x] 重处理已损坏条目的日期,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,246,246,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0134,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0162', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,18,18,- [x] 删除明显垃圾条目,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,247,247,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0135,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0163', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,19,19,- **Status:** complete,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,248,248,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0136,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0164', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,21,21,### Phase 2: 重建数据管道 — 三层架构,bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,250,250,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0137,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,[],以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,22,22,- [x] 新建 build_extracts.py (PDF→完整MD),bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,251,251,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0138,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0165', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
C:\Users\郑曾波\Projects\company-wiki\.recover-task_plan-current-20260725-114504.md,.recover-task_plan-current-20260725-114504.md,23,23,- [x] 新建 tag_segments.py (MD→标签化分段),bc73a980ac565a603bd7d2d8f95aafd54e4db5c34c9551b0c7219bafee9bbf76,task_plan.md,252,252,"exact text block within >=3-line exact run; same semantic text, retain source version identifier",WIKI-LEGACY-RECOVERY-0139,history_filing,historical_only,逐块同文本映射至已全文独立审查的根原文；保留本恢复版本hash/行号/原状态，不把后继完成倒灌到旧版本。共同内容的证据范围/问题见canonical_semantic_review；恢复草稿已归档，不是新待办。,recovery_exact_mapping.json exact >=3line run；cw/wr逐项ledger,"[{'item_id': 'WIKI-LEGACY-WR-0166', 'verdict': 'superseded', 'reason': '4月研究Wiki/LLM评估/反馈等旧阶段后来被source-only退役；原完成仅旧目标版本。Phase8/9自述模板空洞、元数据缺失与SKIPPED不能提升为内容质量验收。', 'current_evidence': 'AGENTS7/16；原文Phase8/9缺陷数和重复Phase7；legacy archive待映射'}]",以版本+原claim+后继supersedes追踪，勿自动同步checkbox或重写历史
