item_id,case_id,source_file,source_line,conclusion,reason,current_evidence,source_text
A13-030:L0056,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,56,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-601 | accepted | I | P1 | ZR-402, ZR-409 |"
A13-030:L0057,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,57,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-602 | accepted | C | P2 | ZR-403, ZR-405, ZR-409 |"
A13-030:L0058,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,58,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-603 | accepted | I | P1 | ZR-409, ZR-802, ZR-806 |"
A13-030:L0059,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,59,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-604 | accepted | C | P2 | ZR-405, ZR-409, ZR-802, CA-302 |"
A13-030:L0060,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,60,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-701 | accepted | I | G1 | ZR-201, ZR-202, ZR-203 |"
A13-030:L0061,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,61,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),| FC-702 | accepted | I | G1 | ZR-204 |
A13-030:L0062,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,62,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-703 | accepted | I | O1 | ZR-202, ZR-206 |"
A13-030:L0063,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,63,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-704 | accepted | I | G1 | ZR-307, CA-106 |"
A13-030:L0064,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,64,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-705 | accepted | S | P1 | CA-003, ZR-1003, ZR-1009, CA-304 |"
A13-030:L0065,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,65,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-801 | accepted | I | F1 | ZR-406, ZR-407 |"
A13-030:L0066,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,66,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-802 | accepted | C | F1 | ZR-406, ZR-407 |"
A13-030:L0067,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,67,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-803 | accepted | I | F1 | ZR-407, ZR-408, ZR-805 |"
A13-030:L0068,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,68,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),| FC-804 | accepted | C | F1 | ZR-408 |
A13-030:L0069,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,69,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-805 | accepted | S | F1 | ZR-805, CA-203 |"
A13-030:L0070,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,70,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-901 | accepted | C | A1 | ZR-304, ZR-305, ZR-1005 |"
A13-030:L0071,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,71,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-902 | accepted | C | A1 | ZR-304, ZR-306, ZR-307 |"
A13-030:L0072,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,72,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-903 | accepted | I | P2 | ZR-307, ZR-404, ZR-405 |"
A13-030:L0073,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,73,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-904 | accepted | I | A1 | ZR-306, ZR-706 |"
A13-030:L0074,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,74,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-905 | accepted | C | A1 | ZR-302, ZR-303, ZR-307 |"
A13-030:L0075,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,75,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-906 | accepted | C | A1 | ZR-003, ZR-305, ZR-510, ZR-806 |"
A13-030:L0076,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,76,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1001 | accepted | I | E1 | ZR-102, ZR-801 |"
A13-030:L0077,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,77,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1002 | accepted | C | E1 | ZR-102, ZR-802 |"
A13-030:L0078,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,78,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1003 | accepted | C | G2 | CA-105, CA-106, ZR-801 |"
A13-030:L0079,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,79,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),| FC-1004 | accepted | C | E1 | ZR-804 |
A13-030:L0080,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,80,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1005 | accepted | S | E1 | ZR-803, ZR-805, ZR-806 |"
A13-030:L0081,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,81,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1101 | accepted | C | G3 | ZR-105, ZR-901, CA-201 |"
A13-030:L0082,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,82,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1102 | accepted | C | D1 | ZR-902, CA-202 |"
A13-030:L0083,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,83,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1103 | accepted | C | D1 | ZR-903, CA-203 |"
A13-030:L0084,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,84,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1104 | accepted | C | D1 | ZR-904, CA-205 |"
A13-030:L0085,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,85,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1105 | accepted | C | D1 | ZR-905, CA-205, CA-206 |"
A13-030:L0086,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,86,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1201 | accepted | C | Q1 | ZR-401, ZR-402, ZR-403, ZR-404, ZR-405, ZR-406, ZR-407, ZR-408, ZR-409, ZR-906, CA-303, CA-304 |"
A13-030:L0087,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,87,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1202 | accepted | C | P1 | CA-003, ZR-401, ZR-404, ZR-405, ZR-907 |"
A13-030:L0088,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,88,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1203 | accepted | I | Q1 | ZR-104, ZR-906, CA-303 |"
A13-030:L0089,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,89,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1204 | accepted | C | Q1 | ZR-104, ZR-906, CA-303 |"
A13-030:L0090,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,90,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1205 | accepted | C | Q1 | ZR-204, ZR-804, ZR-906 |"
A13-030:L0091,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,91,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1301 | accepted | I | O1 | CA-101, ZR-204, ZR-904 |"
A13-030:L0092,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,92,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1302 | accepted | S | O1 | ZR-206, ZR-904, CA-202 |"
A13-030:L0093,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,93,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1303 | accepted | I | O1 | ZR-206, ZR-904, CA-202, CA-205 |"
A13-030:L0094,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,94,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1304 | accepted | S | O1 | ZR-206, ZR-904, CA-202, CA-206 |"
A13-030:L0095,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,95,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1501 | pending | P | Z1 | CA-107, CA-108, CA-109 |"
A13-030:L0096,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,96,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1502 | pending | P | Z1 | CA-301, CA-303 |"
A13-030:L0097,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,97,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),| FC-1503 | pending | P | Z1 | CA-302 |
A13-030:L0098,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,98,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1504 | pending | P | Z1 | CA-206, CA-304 |"
A13-030:L0099,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,99,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),"| FC-1505 | pending | P | Z1 | CA-305, CA-306 |"
A13-030:L0103,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,103,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),- 行数必须精确71，ID唯一。
A13-030:L0104,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,104,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),- 分类计数必须精确：I=31、C=26、S=9、P=5。
A13-030:L0105,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,105,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),- 每行successor至少一个，且每个精确ZR/CA ID都有定义。
A13-030:L0106,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,106,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),- `accepted`只描述旧登记，不能被closure当新状态。
A13-030:L0107,A13-030,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/legacy_fc_status_registry.md,107,supported_scoped,71唯一FC逐项有旧状态、原因与successor；仅投影分类已核，不继承旧PASS或将26旧C认作26今日bug。5FC150x属于这71而非额外唯一5项。,reviews/revenue/item_ledger.jsonl (逐 CA/ZR 当前独立复核，仅作交叉证据，不继承历史 accepted); legacy_transition_matrix.md; reviews/aug13_independent/checks.json (本次独立 hash/size、197 evidence 字段、纯函数反例),- 旧registry任何后续漂移只触发CA-004重审，不直接覆盖本表。
