item_id,source_file,source_line,historical_state,conclusion,reason,review_mode
ZR-906,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,130,accepted,insufficient_evidence,hardcode grep零和ratchet不等于全泛化/债务降至目标；需逐关键函数复杂度、实际分支覆盖和不可达双实现清单。,manual_obligation_vs_evidence_scope
ZR-907,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,131,accepted,contradicted,SKILL主schema3.7而参考构建/compliance有3.6说明，当前docs/schema drift未全拦截；安装同步本轮4.1.0明确未执行。,manual_obligation_vs_evidence_scope
ZR-1001,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,137,accepted,insufficient_evidence,生产备份可读性/空间预算需实际restore而非元数据；本轮只读不执行恢复，缺当前生产副本完整性报告。,manual_obligation_vs_evidence_scope
ZR-1002,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,138,accepted,insufficient_evidence,Reader上线须有shadow/golden/SLO及回退路由；历史flag不能证明今日所有入口同链，待current entrypoint验证。,manual_obligation_vs_evidence_scope
ZR-1003,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,139,accepted,insufficient_evidence,两周期shadow差异全解释需自然完成窗口；当前scan策略与配置不合显示activation不能仅校验flag合法。,manual_obligation_vs_evidence_scope
ZR-1004,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,140,accepted,insufficient_evidence,cohort副本复用和外部root fingerprint不变不等于所有真实root-only消费成功；需原始三公司正向和回退结果。,manual_obligation_vs_evidence_scope
ZR-1005,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,141,accepted,insufficient_evidence,最小canary backfill不认证存量；09-18旧partial/schema缺失仍不可复用。保留不强绑策略，补受控迁移覆盖。,manual_obligation_vs_evidence_scope
ZR-1006,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,142,accepted,insufficient_evidence,七份cohort处理曾延期后GP推进；summary6/7安全拒绝与整套7/7原义务不同。必须按role拆状态并记拒绝可解释性。,manual_obligation_vs_evidence_scope
ZR-1007,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,143,accepted,insufficient_evidence,矿业shadow与旧模型比较需同真实信息集、外销桥和误差归因；合成volume×price同公式对齐不能替代。,manual_obligation_vs_evidence_scope
ZR-1008,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,144,accepted,insufficient_evidence,真实source/revenue cutover原要求consumer成功/rollback/观察期；09-18source阶段即阻断，当前完整链未验收。,manual_obligation_vs_evidence_scope
ZR-1009,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,145,accepted,insufficient_evidence,legacy删除与自然零hit观察在后GP分批处理；原accepted只是收口卡不能认证源码均消失/回滚已演练。,manual_obligation_vs_evidence_scope
ZR-1101,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,151,accepted,contradicted,机器completed与CA206真实时间未满、CA302真实旅程未执行并存；原不能误关known-gap的目标未兑现。,manual_obligation_vs_evidence_scope
ZR-1102,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,152,accepted,insufficient_evidence,独立审查身份存在不等于原目标检查；需要原始registry对比卡级criteria和实际entrypoint逐项证据，不接受仅复跑同一弱套件。,manual_obligation_vs_evidence_scope
ZR-1103,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,153,accepted,contradicted,真实用户旅程被CA302合成路径承接；目前三家公司0/3正式产出，无法支持原跨roots/provider/worker旅程全绿。,manual_obligation_vs_evidence_scope
ZR-1104,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,154,accepted,insufficient_evidence,连续7Daily/2Weekly/1Monthly/drill和真实rollback必须分事实核验；测试时钟及自然时间预估不属于所需证据。,manual_obligation_vs_evidence_scope
ZR-1105,audit_review/2026-08-13_zijin_data_lake_remediation_plan/work_unit_registry.md,155,accepted,contradicted,终局state accepted117/117只证明标签完结；CA305由文件存在和accepted反证无行为oracle，当前真实失败证明不能称六目标已实现。,manual_obligation_vs_evidence_scope
FC-000,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,17,see original dated registry,superseded,历史三HEAD/upstream/dirty/索引基线只对旧日期有效；本轮索引存在遗漏，不能继承健康。,independent_obligation_and_successor_sufficiency_review
FC-001,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,18,see original dated registry,superseded,旧生产统计和fingerprint是时间点证据；09-18真实源准备结果已经不同，需当前同口径分桶。,independent_obligation_and_successor_sufficiency_review
FC-002,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,19,see original dated registry,superseded,问题到scenario映射完整性是计划资产，不是所有问题关闭；后继CA004保留了71项。,independent_obligation_and_successor_sufficiency_review
FC-101,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,25,see original dated registry,superseded,ownership/N-1合同可保留；最新R4仍明示更广消费者兼容未全做，旧表不授权跨版本组合。,independent_obligation_and_successor_sufficiency_review
FC-102,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,26,see original dated registry,superseded,95登记与197后继登记均不等于原子场景执行；需collected node与实际业务oracle，不能以marker覆盖替代。,independent_obligation_and_successor_sufficiency_review
FC-103,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,27,see original dated registry,superseded,旧结构validator允许exit零文字转述；FC703 r2/r3实例清楚显示原始exit2被记录0，不能从schema通过推断命令全绿。,independent_obligation_and_successor_sufficiency_review
FC-104,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,28,see original dated registry,superseded,旧current manifest只绑定旧组合；后继CA201吸收卡禁止真正workflow改动，需当前候选三仓扇出实证。,independent_obligation_and_successor_sufficiency_review
FC-201,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,34,see original dated registry,superseded,CAS/flag非法组合为可保留机制；未重新执行本轮并发snapshot故障，不认证今日生产每入口接线。,independent_obligation_and_successor_sufficiency_review
FC-202,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,35,see original dated registry,superseded,SQL epoch/cohort条件有旧mutation证据；需现生产reader和RuntimeContext同请求追踪，旗标值本身不足。,independent_obligation_and_successor_sufficiency_review
FC-203,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,36,see original dated registry,superseded,preview/apply/rollback旧隔离演练有用；本轮未授权操作生产开关，不把旧受测事务当今日已部署。,independent_obligation_and_successor_sufficiency_review
FC-204,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,37,see original dated registry,superseded,旧16断言最小cohort属于限定T4；不能扩展到所有根或今日财报，需现cohort内容和回滚证据。,independent_obligation_and_successor_sufficiency_review
FC-205,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,38,see original dated registry,superseded,旧caller>=1架构门不足以排除未索引代码与平行活路径；当前CodeGraph漏符号，需完整入口清单。,independent_obligation_and_successor_sufficiency_review
FC-301,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,44,see original dated registry,superseded,RootPolicy2.x doctor合同是机制；09-18扫描报告v2 flag配1.x无adapter_id，说明生产配置未满足该能力前提。,independent_obligation_and_successor_sufficiency_review
FC-302,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,45,see original dated registry,superseded,三adapter具生产调用不意味着每root都路由正确；09-18company_raw v2 scan失败，需逐root运行配置证据。,independent_obligation_and_successor_sufficiency_review
FC-303,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,46,see original dated registry,superseded,frozen corpus parity只覆盖冻结集；不能证明生产root/版本漂移后的parity，需现存配置与已知bad差异清单。,independent_obligation_and_successor_sufficiency_review
FC-304,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,47,see original dated registry,superseded,future-root只改config成立范围是已注册同构adapter；不能外推到所有来源或生产1.x loader。,independent_obligation_and_successor_sufficiency_review
FC-305,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,48,see original dated registry,superseded,两轮shadow旧fingerprint是历史资产；需要当前部署窗口、未解释diff及可运行fallback，不能只检查旧文件。,independent_obligation_and_successor_sufficiency_review
FC-401,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,54,see original dated registry,superseded,迁移resume/idempotency隔离算法与实际全库迁移不同；缺当前源/产物分桶及资源上界演练。,independent_obligation_and_successor_sufficiency_review
FC-402,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,55,see original dated registry,superseded,四分桶守恒不等于分桶语义正确；应从真实原文独立核对identity/period/source绑定，不反推猜测。,independent_obligation_and_successor_sufficiency_review
FC-403,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,56,see original dated registry,superseded,proposal/approval分权机制不认证每一生产数据修复已获批准；按明确ID及immutable evidence逐批复查。,independent_obligation_and_successor_sufficiency_review
FC-404,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,57,see original dated registry,superseded,coverage ledger输入守恒仅证总数闭合；错误实体/期间可在守恒内，需独立内容oracle。,independent_obligation_and_successor_sufficiency_review
FC-405,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,58,see original dated registry,superseded,47-source恢复旧演练有价值；不证明当前schema大库恢复，需冻结当前副本/完整性/RTO。,independent_obligation_and_successor_sufficiency_review
FC-501,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,64,see original dated registry,superseded,旧跨根containment修复范围窄；09-18技能文档仍描述wiki-root内路径，当前RootPolicy和技能边界需统一。,independent_obligation_and_successor_sufficiency_review
FC-502,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,65,see original dated registry,superseded,FC1203保留evaluate_candidate时明确称未接线政策；旧production trace不能扩展到整个统一admission链。,independent_obligation_and_successor_sufficiency_review
FC-503,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,66,see original dated registry,superseded,只读候选分桶可为0且应诚实拒绝；不把某次真实root两轮结果当当前所有Dropbox文件可用。,independent_obligation_and_successor_sufficiency_review
FC-504,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,67,see original dated registry,superseded,历史用户明确放宽排他性，因此4canary注册只证明注册与非排他复用；不再冒称Dropbox-only成功。,independent_obligation_and_successor_sufficiency_review
FC-505,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,68,see original dated registry,superseded,选companies副本不能证明Dropbox-only；09-18仍无排他合格样本，需保持独立样本缺口。,independent_obligation_and_successor_sufficiency_review
FC-601,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,74,see original dated registry,superseded,旧company_raw CN/HK/US exact成功不覆盖当前缺文件下载后的scan；09-18后者失败不否定当时exact样本。,independent_obligation_and_successor_sufficiency_review
FC-602,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,75,see original dated registry,superseded,历史dayu-only2样本曾验收；当前identity/policy/消费者端到端的等价仍需同HEAD证据，不能用wiki resolver单层证明。,independent_obligation_and_successor_sufficiency_review
FC-603,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,76,see original dated registry,superseded,扫描顺序和稳定ranking局部测试不证明当前所有location hash正确；应绑定本次根集合和选择理由。,independent_obligation_and_successor_sufficiency_review
FC-604,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,77,see original dated registry,superseded,同请求三根矩阵需要一路到source-preparation；旧resolver级成功与当前filing/path fence一致性分开。,independent_obligation_and_successor_sufficiency_review
FC-701,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,83,see original dated registry,superseded,normalized-only与legacy caller0为旧目标；当前完整索引不可靠，需枚举所有只读生产入口而非只查符号名。,independent_obligation_and_successor_sufficiency_review
FC-702,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,84,see original dated registry,superseded,强实体/市场/前导零拒绝是应保留护栏；当前不同名称/证券组合需从用户输入贯穿消费者的负例。,independent_obligation_and_successor_sufficiency_review
FC-703,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,85,see original dated registry,superseded,r1弱SQL断言被真正独立mutation揭露且r2修好，属于有效审计；r3把raw exit2写0暴露receipt语义缺陷。旧23k性能不等于今日49GB所有请求SLO。,independent_obligation_and_successor_sufficiency_review
FC-704,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,86,see original dated registry,superseded,journal权威download事件当前source_preparation仍读取；可信包络支持仅限成功返回路径，错误截断/失败无reuse receipt仍缺。,independent_obligation_and_successor_sufficiency_review
FC-705,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,87,see original dated registry,superseded,r1关闭门永不可达被r2completed-window修好，不报旧bug仍在；r2现场bridge hits6说明观测机制通过并非自然零hit退役窗口通过。,independent_obligation_and_successor_sufficiency_review
FC-801,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,93,see original dated registry,superseded,旧事务guard有效但reviewer已记request_id分叉会静默download_events0却未阻断；须当前跨进程关联ID负例，不能沿用测试约定代替运行强制。,independent_obligation_and_successor_sufficiency_review
FC-802,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,94,see original dated registry,superseded,r2死回归测试曾被独立审查拒绝，r3确认收集和精准kill；这是有效修复。后继latest/freshness语义依然必须独立覆盖，09-18失败不是该旧测试放置bug回归。,independent_obligation_and_successor_sufficiency_review
FC-803,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,95,see original dated registry,superseded,真实三进程spy链证明隔离候选binding/二次零fetch；provider是合成，不能认证当前CN/HK/US服务与生产配置。,independent_obligation_and_successor_sufficiency_review
FC-804,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,96,see original dated registry,superseded,两线程锁和retry局部有实证；旧CG-C4顺序执行并未形成contended场景。现跨进程/多gap/amendment与structured retry传播需另证。,independent_obligation_and_successor_sufficiency_review
FC-805,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,97,see original dated registry,superseded,reviewer报告独立复跑CN，registry总结三市场3/3可含实施者证据；分清独立复核覆盖。09-18CN403是新provider状态，HK/US扫描失败是当前部署链。,independent_obligation_and_successor_sufficiency_review
FC-901,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,103,see original dated registry,superseded,11tests证明分桶工具与shadow apply；其初次真实7718条全部legacy_unbound，说明工具PASS从未代表存量绑定成功。,independent_obligation_and_successor_sufficiency_review
FC-902,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,104,see original dated registry,superseded,bundle调用边存在仍曾在906-d发现列stamp和derived-root两处生产缺口；这证明fixture与真实producer契约未配对，而非bundle概念不存在。,independent_obligation_and_successor_sufficiency_review
FC-903,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,105,see original dated registry,superseded,转发合同字段可保留；当前未知版本策略和N-1消费者组合以最新R4/当前实现为准，旧9测试不能无限继承。,independent_obligation_and_successor_sufficiency_review
FC-904,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,106,see original dated registry,superseded,本轮11tests复跑通过，但mock subprocess/buildrecord，只证selector与最小DAG计划；producer_events是缺失角色列表，不是producer执行。,independent_obligation_and_successor_sufficiency_review
FC-905,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,107,see original dated registry,superseded,当前not_reviewed确实阻断，符合fail-closed；905-a合同称新review CLI或helper，但独立报告承认writer零生产caller却accepted，解释当前安全门无可用完成路径。,independent_obligation_and_successor_sufficiency_review
FC-906,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,108,see original dated registry,superseded,真实29v2/15receipt是小cohort；906-a metadata-only曾被906-d补列，canary成果不能覆盖7718遗留或新公司。rollback文档按时间删除行还需精确ID化才能安全执行。,independent_obligation_and_successor_sufficiency_review
FC-1001,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,114,see original dated registry,superseded,隔离三根fixture可保留，合成bytes/hash确定性不代表真实财报可读性/章节/期间正确。,independent_obligation_and_successor_sufficiency_review
FC-1002,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,115,see original dated registry,superseded,三进程确实比helper测试强，但所有数据预置review/binding；无法检测生产缺review、1.x配置与v2flag组合。,independent_obligation_and_successor_sufficiency_review
FC-1003,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,116,see original dated registry,superseded,87covered+14deferred并非95场景全部已执行；应逐条required tier/skip/defer保留，不把required gaps0当全行为通过。,independent_obligation_and_successor_sufficiency_review
FC-1004,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,117,see original dated registry,superseded,安装态/中文路径/Linux需当前副本与真实依赖版本；未重新运行不能从旧accepted恢复今日平台声明。,independent_obligation_and_successor_sufficiency_review
FC-1005,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,118,see original dated registry,superseded,"八类mutation各一个kill只证明已定义攻击；本轮future same-time soak与reconcile(x,x)不在原攻击集，需独立oracle补齐。",independent_obligation_and_successor_sufficiency_review
FC-1101,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,124,see original dated registry,superseded,旧manifest驱动CI是资产；后继CA201吸收卡与当前三仓精确候选触发证明不同，不以状态计数担保接线。,independent_obligation_and_successor_sufficiency_review
FC-1102,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,125,see original dated registry,superseded,旧Daily一次手动执行明确scan error212恶化；9月后自然机制已修，不重复旧未部署结论；当前需最新自然账本验证数据质量达标。,independent_obligation_and_successor_sufficiency_review
FC-1103,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,126,see original dated registry,superseded,旧Weekly真实3市场有限时间成功与持续调度不同；9/8后skip门/weekly参数修复要保留，当前provider失败需非绿。,independent_obligation_and_successor_sufficiency_review
FC-1104,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,127,see original dated registry,superseded,dashboard/ledger新鲜度机器门不等于告警投递被确认；需现scheduler报告到release同一工件/ack证据。,independent_obligation_and_successor_sufficiency_review
FC-1105,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,128,see original dated registry,superseded,旧故障注入证明固定异常类，不能自动证明整个持续soak；后续自然时间修复与尚未满窗口分开判。,independent_obligation_and_successor_sufficiency_review
FC-1201,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,134,see original dated registry,superseded,有用户批准InterpretationA：注释清理+allowlist棘轮有效，canonical writer/cli/7scanner分支明确延后；不应把该accepted翻译为hardcode清零。,independent_obligation_and_successor_sufficiency_review
FC-1202,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,135,see original dated registry,superseded,doctor和重复allowlist处置资产须以本次同一policy贯穿为准；当前技能路径描述与实现不一致仍需收敛。,independent_obligation_and_successor_sufficiency_review
FC-1203,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,136,see original dated registry,superseded,删死符号与extractive注册有细粒度RED/kill证据；明确保留未接线admission供发布，不等于架构全部收敛。,independent_obligation_and_successor_sufficiency_review
FC-1204,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,137,see original dated registry,superseded,覆盖/type/CC棘轮是防恶化目标，不能声称技术债已下降；需当前baseline差分、排除表和重要分支覆盖。,independent_obligation_and_successor_sufficiency_review
FC-1205,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,138,see original dated registry,superseded,统一错误与UTF8早期修复不应泛化；现source_preparation非零只取stderr尾800字符丢结构证据，仍存在跨层诊断缺口。,independent_obligation_and_successor_sufficiency_review
FC-1301,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,144,see original dated registry,superseded,原registry竟有自依赖FC1301链，后继CA101处理DAG；taxonomy枚举仍不确保跨层原始阶段/可重试透传。,independent_obligation_and_successor_sufficiency_review
FC-1302,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,145,see original dated registry,superseded,增量scan-health历史样本不代表今日健康；09-18scan completed_with_errors且seen0应阻断流程而不是只在深层stderr。,independent_obligation_and_successor_sufficiency_review
FC-1303,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,146,see original dated registry,superseded,旧框架可留，但latest/RSS代理不等于完整用户请求真实p95/p99；缺现有负载、缓存冷热与锁等待度量。,independent_obligation_and_successor_sufficiency_review
FC-1304,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,147,see original dated registry,superseded,容量并发恢复均需当前完整链与自然窗口；不把少量固定case推演成持续稳定。,independent_obligation_and_successor_sufficiency_review
FC-1501,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,153,see original dated registry,superseded,原pending，从未有该旧版本总关闭；后继CA107/108/109 accepted不能补写历史完成。,independent_obligation_and_successor_sufficiency_review
FC-1502,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,154,see original dated registry,superseded,原独立最终审查pending；CA301后继明确未三干净checkout全重放，原义务尚无等价证据。,independent_obligation_and_successor_sufficiency_review
FC-1503,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,155,see original dated registry,superseded,原真实三根三市场用户旅程pending；CA302合成fixture缩范围，09-18真实0/3正式结果给出当前差距。,independent_obligation_and_successor_sufficiency_review
FC-1504,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,156,see original dated registry,superseded,原自然窗口pending；后继CA206纯函数不等价，9月部署修复后仍须原始ledger实际满足窗口，不能用预计日期。,independent_obligation_and_successor_sufficiency_review
FC-1505,audit_review/2026-08-09_full_completion_assurance_plan/work_unit_registry.md,157,see original dated registry,superseded,原六目标finalledgerpending；CA305只验状态文件等循环完成证据，不构成六个业务结果oracle。,independent_obligation_and_successor_sufficiency_review
WU-101,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,222,see original dated registry,superseded,当前triplet/config/安装态必须重冻，旧基线仅历史；collection与dirty保护不能证明业务成功。,independent_obligation_and_successor_sufficiency_review
WU-102,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,241,see original dated registry,superseded,后继IsolatedLake实现合成三根资产；与真实生产配置/安全review/缺文档分支的差异需独立矩阵。,independent_obligation_and_successor_sufficiency_review
WU-103,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,264,see original dated registry,superseded,forbidden-claim应比较原始义务与执行卡；CA206/302缩范围说明仅卡片完整性门未达此目标。,independent_obligation_and_successor_sufficiency_review
WU-104,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,276,see original dated registry,superseded,golden需标known_bad，现无本轮完整v1全trace对照；不能把旧错误行为固定成正确oracle。,independent_obligation_and_successor_sufficiency_review
WU-201,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,309,see original dated registry,superseded,职责边界继续有价值；source-preparation目前只有准备与DAG计划，没有自动满足producer调用义务。,independent_obligation_and_successor_sufficiency_review
WU-202,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,329,see original dated registry,superseded,字段强身份与证据合同需实际producer/consumer配对；906a/d元数据列错位是已知历史反例。,independent_obligation_and_successor_sufficiency_review
WU-203,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,355,see original dated registry,superseded,exact/latest/revision/授权为不同命题；FC803spy不涵盖今日下载后v2scanner失败。,independent_obligation_and_successor_sufficiency_review
WU-204,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,368,see original dated registry,superseded,五角色并非均有catalog producer，906b用户批准角色适用性；consumer_analysis须单独消费方生产owner。,independent_obligation_and_successor_sufficiency_review
WU-205,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,388,see original dated registry,superseded,caller>=1不足完整架构；当前CodeGraph漏磁盘符号，需完整索引覆盖和运行入口双证。,independent_obligation_and_successor_sufficiency_review
WU-301,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,417,see original dated registry,superseded,RootPolicy全部字段须与生产loader共同验证；09-18adapter_id缺失显示目标schema不能仅在fixture成立。,independent_obligation_and_successor_sufficiency_review
WU-302,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,444,see original dated registry,superseded,config-only限定已注册同构layout；未知layout必须拒绝，此边界不应宣传为任意root自动支持。,independent_obligation_and_successor_sufficiency_review
WU-303,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,453,see original dated registry,superseded,单一policy快照未由各consumer文档一致表达；需当前安装skill、配置和CLI实际同请求hash。,independent_obligation_and_successor_sufficiency_review
WU-304,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,464,see original dated registry,superseded,flag独立存在不证明旗标已接线；生产v2flag与1.xconfig混搭需预检互锁。,independent_obligation_and_successor_sufficiency_review
WU-305,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,470,see original dated registry,superseded,原子snapshot/breaker需从请求进程观察，不以状态机单测替代热加载/告警现场。,independent_obligation_and_successor_sufficiency_review
WU-400,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,490,see original dated registry,superseded,唯一assertionowner是设计不变量；需当前schema/migration/旧reader共同验证，旧DDL存在不算当前可读。,independent_obligation_and_successor_sufficiency_review
WU-401,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,504,see original dated registry,superseded,canonical语义hash应排除路径而绑定事实；已保存旧合同但缺所有当前adapter字段的roundtrip实证。,independent_obligation_and_successor_sufficiency_review
WU-402,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,515,see original dated registry,superseded,跨source/location/document/assertion事务需每故障点测试；本轮未运行生产writer，保持证据不足。,independent_obligation_and_successor_sufficiency_review
WU-403,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,526,see original dated registry,superseded,URL必须逐document强键绑定；根名/公司名匹配不能作为事实修复，原问题归后继admission审查。,independent_obligation_and_successor_sufficiency_review
WU-404,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,534,see original dated registry,superseded,legacybridge可回退与天然零hit是不同验收；旧FC705r2有bridge6，不应宣称退役完成。,independent_obligation_and_successor_sufficiency_review
WU-500,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,553,see original dated registry,superseded,零行为seam和后续功能修复分开；只读旧trace历史有效，不能重新认定当前默认链仍等价。,independent_obligation_and_successor_sufficiency_review
WU-501,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,573,see original dated registry,superseded,通用五段流水线必须真实scanner调用；1.xloader阻塞说明分层代码有了并不等于默认生产工作。,independent_obligation_and_successor_sufficiency_review
WU-502,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,594,see original dated registry,superseded,相同conformance套件要覆盖坏编码/TOCTOU/单文件容错；后续R4文件normalize批次中断保留待验证项。,independent_obligation_and_successor_sufficiency_review
WU-503,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,613,see original dated registry,superseded,admission同候选换root结果不变需真实强身份oracle；evaluate_candidate曾保留未接线不能算统一入口。,independent_obligation_and_successor_sufficiency_review
WU-601,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,634,see original dated registry,superseded,company_raw同构迁移保留旧有效样本不覆盖下载后重新扫描；两者需分别验收。,independent_obligation_and_successor_sufficiency_review
WU-602,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,645,see original dated registry,superseded,dayu弱/强identity及跨periodURL绑定须保持，当前独有location生产消费者证据不足。,independent_obligation_and_successor_sufficiency_review
WU-603,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,654,see original dated registry,superseded,parity允许修坏行为差异但必须有RED；无当前全frozen+真实分层diff不可认证。,independent_obligation_and_successor_sufficiency_review
WU-604,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,663,see original dated registry,superseded,逐rootcohort顺序及每次review/soak是部署义务，accepted adapter测试不能代替。,independent_obligation_and_successor_sufficiency_review
